fastener,mount_part,interface,nominal_CAD_insertion_mm,oem_hole_depth_limit_mm,actual_screw_SKU_pitch_tip_drive_verified,case_depth_verified,seat_fraction,note
S288_left_ankle_OUT_-1_M2x5_4,ankle_left__032,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999988,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_left_ankle_OUT_-1_M2x5_5,ankle_left__032,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999991,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_left_ankle_OUT_1_M2x5_0,ankle_left__032,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999918,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_left_ankle_OUT_1_M2x5_1,ankle_left__032,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000047,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_left_ankle_OUT_1_M2x5_2,ankle_left__032,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_left_ankle_OUT_1_M2x5_3,ankle_left__032,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999981,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_left_ankle_OUT_1_M2x5_4,ankle_left__032,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000038,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_left_ankle_OUT_1_M2x5_5,ankle_left__032,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000007,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_pitch_OUT_-1_M2x5_0,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_pitch_OUT_-1_M2x5_1,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000007,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_pitch_OUT_-1_M2x5_2,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999991,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_pitch_OUT_-1_M2x5_3,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.000000000000001,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_pitch_OUT_-1_M2x5_4,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999993,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_pitch_OUT_-1_M2x5_5,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.000000000000003,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_pitch_OUT_1_M2x5_0,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999986,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_pitch_OUT_1_M2x5_1,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000007,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_pitch_OUT_1_M2x5_2,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_pitch_OUT_1_M2x5_3,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999983,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_pitch_OUT_1_M2x5_4,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000024,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_pitch_OUT_1_M2x5_5,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999993,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_yaw_OUT_1_M2x5_0,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.999999999999982,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_yaw_OUT_1_M2x5_1,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.000000000000011,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_yaw_OUT_1_M2x5_2,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.000000000000007,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_yaw_OUT_1_M2x5_3,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999916,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_yaw_OUT_1_M2x5_4,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000113,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_yaw_OUT_1_M2x5_5,neck_pitch__037,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000075,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_roll_OUT_1_M2x5_0,yaw_roll_motion__039,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999998,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_roll_OUT_1_M2x5_1,yaw_roll_motion__039,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999998,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_roll_OUT_1_M2x5_2,yaw_roll_motion__039,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000027,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_roll_OUT_1_M2x5_3,yaw_roll_motion__039,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999996,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_roll_OUT_1_M2x5_4,yaw_roll_motion__039,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000013,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_head_roll_OUT_1_M2x5_5,yaw_roll_motion__039,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999986,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_hip_roll_OUT_1_M2x5_0,hip_l__066,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999989,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
